window_index,start_sec,end_sec,label,label_index,reason,airflow_min,airflow_median,low_airflow_fraction,very_low_airflow_fraction,very_low_airflow_run_sec,low_airflow_run_sec,spo2_min,spo2_drop,low_spo2_run_sec,movement_high_fraction,movement_high_run_sec,snoring_high_fraction,snoring_high_run_sec
133,7980,8040,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,5.0,14.152083333333191,0.2388888888888889,0.06666666666666667,0.6666666666666666,1.3333333333333333,65.0,33.0,12.333333333333334,0.027777777777777776,1.6666666666666667,0.022222222222222223,1.3333333333333333
134,8040,8100,CSA,2,Very low airflow + oxygen drop + low movement/snoring,3.988577362418141,14.0,0.20555555555555555,0.05,1.3333333333333333,2.3333333333333335,65.0,33.0,14.333333333333334,0.0,0.0,0.0,0.0
135,8100,8160,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.0,14.019308943089234,0.18888888888888888,0.10555555555555556,1.3333333333333333,1.6666666666666667,65.0,33.0,4.666666666666667,0.0,0.0,0.016666666666666666,1.0
136,8160,8220,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,1.0,14.833659423045201,0.25555555555555554,0.16111111111111112,1.3333333333333333,2.0,65.0,33.0,8.333333333333334,0.17222222222222222,10.333333333333334,0.044444444444444446,1.3333333333333333
137,8220,8280,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.8260416666879118,14.202604166665495,0.24444444444444444,0.07222222222222222,1.0,2.0,93.0,4.0,0.0,0.1388888888888889,4.333333333333333,0.0,0.0
138,8280,8340,Normal,0,No sustained airflow reduction with oxygen drop,8.0,14.2543445910982,0.17222222222222222,0.022222222222222223,0.6666666666666666,1.6666666666666667,94.0,3.0,0.0,0.0,0.0,0.0,0.0
139,8340,8400,CSA,2,Very low airflow + oxygen drop + low movement/snoring,5.362499999988915,14.11702200155316,0.13333333333333333,0.044444444444444446,1.0,1.6666666666666667,92.0,5.0,0.0,0.0,0.0,0.0,0.0
140,8400,8460,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,3.058151609554008,14.0905797101464,0.16666666666666666,0.05,1.0,1.6666666666666667,94.0,5.0,0.0,0.027777777777777776,1.6666666666666667,0.05,2.0
141,8460,8520,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0623052959628658,14.0,0.14444444444444443,0.05,1.3333333333333333,1.6666666666666667,93.0,5.0,0.0,0.06666666666666667,4.0,0.0,0.0
142,8520,8580,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.6323987538927571,14.996653279788777,0.16111111111111112,0.05555555555555555,1.3333333333333333,1.6666666666666667,65.0,32.0,32.666666666666664,0.0,0.0,0.0,0.0
143,8580,8640,CSA,2,Very low airflow + oxygen drop + low movement/snoring,4.0,14.422916666665103,0.2111111111111111,0.06666666666666667,1.3333333333333333,2.0,71.0,27.0,16.0,0.0,0.0,0.0,0.0
144,8640,8700,CSA,2,Very low airflow + oxygen drop + low movement/snoring,3.4343749999979396,15.0,0.26666666666666666,0.1,1.0,2.0,65.0,31.0,30.666666666666668,0.0,0.0,0.0,0.0
145,8700,8760,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0621118011874302,14.006389776359129,0.14444444444444443,0.06666666666666667,1.0,1.6666666666666667,65.0,32.0,12.333333333333334,0.027777777777777776,1.6666666666666667,0.0,0.0
146,8760,8820,CSA,2,Very low airflow + oxygen drop + low movement/snoring,7.0,14.941957096848409,0.20555555555555555,0.03333333333333333,0.6666666666666666,1.6666666666666667,65.0,32.0,12.333333333333334,0.0,0.0,0.0,0.0
147,8820,8880,CSA,2,Very low airflow + oxygen drop + low movement/snoring,6.016666666670077,14.04678089304078,0.14444444444444443,0.022222222222222223,1.3333333333333333,1.6666666666666667,90.0,5.0,0.0,0.0,0.0,0.0,0.0
148,8880,8940,CSA,2,Very low airflow + oxygen drop + low movement/snoring,4.049844236770293,14.0,0.1388888888888889,0.022222222222222223,1.3333333333333333,1.3333333333333333,90.0,5.0,0.0,0.0,0.0,0.0,0.0
149,8940,9000,OSA,1,Very low airflow + oxygen drop + obstruction signal,2.753623188406534,14.041017653167053,0.1388888888888889,0.05,1.3333333333333333,2.0,65.0,30.0,6.333333333333333,0.0,0.0,0.05555555555555555,1.6666666666666667
150,9000,9060,HSA,3,Reduced airflow + oxygen drop,11.0,14.0,0.09444444444444444,0.0,0.0,1.3333333333333333,78.0,17.0,18.666666666666668,0.0,0.0,0.0,0.0
151,9060,9120,CSA,2,Very low airflow + oxygen drop + low movement/snoring,5.0,14.0,0.1111111111111111,0.03333333333333333,1.0,1.6666666666666667,65.0,30.0,13.0,0.0,0.0,0.0,0.0
152,9120,9180,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.0,0.18888888888888888,0.08888888888888889,1.6666666666666667,1.6666666666666667,65.0,31.0,13.333333333333334,0.08333333333333333,3.3333333333333335,0.0,0.0
153,9180,9240,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,1.0,15.35053543613491,0.2722222222222222,0.19444444444444445,1.3333333333333333,1.6666666666666667,65.0,31.0,20.666666666666668,0.044444444444444446,2.0,0.022222222222222223,0.6666666666666666
154,9240,9300,CSA,2,Very low airflow + oxygen drop + low movement/snoring,2.4037267080775515,15.0,0.21666666666666667,0.06666666666666667,1.0,1.6666666666666667,91.0,5.0,0.0,0.0,0.0,0.0,0.0
155,9300,9360,HSA,3,Reduced airflow + oxygen drop,8.43302180685692,14.851969649033627,0.08333333333333333,0.0,0.0,2.0,91.0,5.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
156,9360,9420,CSA,2,Very low airflow + oxygen drop + low movement/snoring,2.936376210237261,14.512277435858174,0.19444444444444445,0.08333333333333333,1.3333333333333333,1.6666666666666667,69.0,29.0,10.0,0.0,0.0,0.0,0.0
157,9420,9480,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.0,14.882712215322469,0.14444444444444443,0.06111111111111111,1.0,1.6666666666666667,71.0,27.0,3.6666666666666665,0.0,0.0,0.0,0.0
158,9480,9540,CSA,2,Very low airflow + oxygen drop + low movement/snoring,8.0,15.0,0.10555555555555556,0.005555555555555556,0.3333333333333333,1.3333333333333333,85.0,12.0,10.0,0.0,0.0,0.0,0.0
159,9540,9600,HSA,3,Reduced airflow + oxygen drop,7.41536863966744,14.99016563146798,0.044444444444444446,0.011111111111111112,0.6666666666666666,2.0,94.0,5.0,0.0,0.0,0.0,0.0,0.0
160,9600,9660,Normal,0,No sustained airflow reduction with oxygen drop,8.1428571428636,15.0,0.06666666666666667,0.0,0.0,1.3333333333333333,96.0,3.0,0.0,0.06666666666666667,4.0,0.03333333333333333,2.0
161,9660,9720,Normal,0,No sustained airflow reduction with oxygen drop,10.322916666664534,14.718068535830366,0.027777777777777776,0.0,0.0,0.3333333333333333,96.0,1.0,0.0,0.03333333333333333,2.0,0.0,0.0
162,9720,9780,Normal,0,No sustained airflow reduction with oxygen drop,10.397515527952065,14.986458333330562,0.07777777777777778,0.0,0.0,1.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0
163,9780,9840,Normal,0,No sustained airflow reduction with oxygen drop,9.863354037278835,14.794812619899545,0.06666666666666667,0.0,0.0,0.6666666666666666,96.0,3.0,0.0,0.0,0.0,0.06111111111111111,2.6666666666666665
164,9840,9900,Normal,0,No sustained airflow reduction with oxygen drop,11.073170731700149,15.0,0.027777777777777776,0.0,0.0,0.3333333333333333,96.0,0.0,0.0,0.0,0.0,0.0,0.0
165,9900,9960,Normal,0,No sustained airflow reduction with oxygen drop,8.0,15.0,0.044444444444444446,0.005555555555555556,0.3333333333333333,0.6666666666666666,96.0,1.0,0.0,0.16666666666666666,6.0,0.0,0.0
166,9960,10020,Normal,0,No sustained airflow reduction with oxygen drop,11.287784679091063,14.911197120289703,0.027777777777777776,0.0,0.0,0.3333333333333333,96.0,0.0,0.0,0.07222222222222222,4.333333333333333,0.0,0.0
167,10020,10080,Normal,0,No sustained airflow reduction with oxygen drop,11.235416666657999,14.867187499998778,0.016666666666666666,0.0,0.0,0.3333333333333333,96.0,0.0,0.0,0.0,0.0,0.0,0.0
168,10080,10140,HSA,3,Reduced airflow + oxygen drop,9.640706126701176,14.984374999999645,0.044444444444444446,0.0,0.0,0.6666666666666666,90.0,6.0,0.0,0.0,0.0,0.0,0.0
169,10140,10200,Normal,0,No sustained airflow reduction with oxygen drop,11.0,14.943303803216224,0.03888888888888889,0.0,0.0,0.3333333333333333,95.0,2.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
170,10200,10260,Normal,0,No sustained airflow reduction with oxygen drop,10.4208333333285,14.812297332592873,0.022222222222222223,0.0,0.0,0.6666666666666666,95.0,2.0,0.0,0.06666666666666667,4.0,0.0,0.0
171,10260,10320,HSA,3,Reduced airflow + oxygen drop,11.136645962738113,15.0,0.022222222222222223,0.0,0.0,0.3333333333333333,65.0,32.0,2.0,0.13333333333333333,4.0,0.05,2.0
172,10320,10380,Normal,0,No sustained airflow reduction with oxygen drop,8.765624999997513,14.762871560233915,0.022222222222222223,0.0,0.0,0.6666666666666666,95.0,2.0,0.0,0.0,0.0,0.0,0.0
173,10380,10440,Normal,0,No sustained airflow reduction with oxygen drop,11.102083333331485,14.979606188466715,0.027777777777777776,0.0,0.0,0.3333333333333333,94.0,2.0,0.0,0.13333333333333333,4.0,0.0,0.0
174,10440,10500,Normal,0,No sustained airflow reduction with oxygen drop,12.020703933751623,14.84836309523833,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.03333333333333333,2.0,0.0,0.0
175,10500,10560,Normal,0,No sustained airflow reduction with oxygen drop,11.005192107996905,15.0,0.03333333333333333,0.0,0.0,0.3333333333333333,94.0,3.0,0.0,0.0,0.0,0.0,0.0
176,10560,10620,Normal,0,No sustained airflow reduction with oxygen drop,11.034374999989982,14.949553571429615,0.03333333333333333,0.0,0.0,1.0,95.0,2.0,0.0,0.08333333333333333,4.0,0.0,0.0
177,10620,10680,Normal,0,No sustained airflow reduction with oxygen drop,11.211838006222745,14.857660455483018,0.027777777777777776,0.0,0.0,0.3333333333333333,95.0,1.0,0.0,0.10555555555555556,4.0,0.0,0.0
178,10680,10740,Normal,0,No sustained airflow reduction with oxygen drop,11.250000000004263,14.896157840082111,0.016666666666666666,0.0,0.0,0.3333333333333333,95.0,1.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
179,10740,10800,Normal,0,No sustained airflow reduction with oxygen drop,9.015527950313716,14.927332337315008,0.027777777777777776,0.0,0.0,0.3333333333333333,93.0,3.0,0.0,0.0,0.0,0.0,0.0
180,10800,10860,Normal,0,No sustained airflow reduction with oxygen drop,10.036458333346479,14.742379533423097,0.05,0.0,0.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
181,10860,10920,HSA,3,Reduced airflow + oxygen drop,11.015576323973717,14.973437500000248,0.011111111111111112,0.0,0.0,0.3333333333333333,78.0,18.0,8.333333333333334,0.06666666666666667,4.0,0.0,0.0
182,10920,10980,Normal,0,No sustained airflow reduction with oxygen drop,10.036697247713771,14.605923266045608,0.027777777777777776,0.0,0.0,0.3333333333333333,95.0,1.0,0.0,0.06666666666666667,4.0,0.0,0.0
183,10980,11040,Normal,0,No sustained airflow reduction with oxygen drop,9.012461059192573,14.892862474034603,0.03333333333333333,0.0,0.0,0.6666666666666666,95.0,1.0,0.0,0.03333333333333333,2.0,0.0,0.0
184,11040,11100,Normal,0,No sustained airflow reduction with oxygen drop,10.0,14.742397270435939,0.03333333333333333,0.0,0.0,1.0,95.0,1.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
185,11100,11160,Normal,0,No sustained airflow reduction with oxygen drop,10.329166666665815,14.769839657383756,0.022222222222222223,0.0,0.0,0.6666666666666666,94.0,2.0,0.0,0.0,0.0,0.0,0.0
186,11160,11220,Normal,0,No sustained airflow reduction with oxygen drop,1.0,14.71354166666861,0.1388888888888889,0.022222222222222223,0.6666666666666666,2.3333333333333335,95.0,2.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
187,11220,11280,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.630434782618274,14.652458592132446,0.16666666666666666,0.05555555555555555,1.3333333333333333,2.0,74.0,23.0,6.0,0.06666666666666667,4.0,0.0,0.0
188,11280,11340,OSA,1,Very low airflow + oxygen drop + obstruction signal,6.628048780483578,14.3522951068012,0.1,0.022222222222222223,0.6666666666666666,1.3333333333333333,65.0,33.0,6.0,0.1,6.0,0.0,0.0
189,11340,11400,Normal,0,No sustained airflow reduction with oxygen drop,7.726895119447771,14.407443405510206,0.1111111111111111,0.005555555555555556,0.3333333333333333,1.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
190,11400,11460,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.9375000000159872,14.38413237578008,0.12222222222222222,0.044444444444444446,1.0,1.6666666666666667,75.0,22.0,4.333333333333333,0.0,0.0,0.0,0.0
191,11460,11520,CSA,2,Very low airflow + oxygen drop + low movement/snoring,4.861458333333404,15.0,0.11666666666666667,0.027777777777777776,1.3333333333333333,1.3333333333333333,72.0,27.0,9.666666666666666,0.0,0.0,0.0,0.0
192,11520,11580,Normal,0,No sustained airflow reduction with oxygen drop,6.904761904764595,14.929166666663896,0.10555555555555556,0.005555555555555556,0.3333333333333333,1.6666666666666667,96.0,1.0,0.0,0.0,0.0,0.0,0.0
193,11580,11640,Normal,0,No sustained airflow reduction with oxygen drop,8.270186335402183,15.0,0.022222222222222223,0.0,0.0,1.3333333333333333,94.0,3.0,0.0,0.0,0.0,0.0,0.0
194,11640,11700,Normal,0,No sustained airflow reduction with oxygen drop,12.382139148492913,15.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
195,11700,11760,Normal,0,No sustained airflow reduction with oxygen drop,1.0,15.128267339545157,0.06111111111111111,0.022222222222222223,1.3333333333333333,1.6666666666666667,94.0,2.0,0.0,0.06666666666666667,4.0,0.0,0.0
196,11760,11820,OSA,1,Very low airflow + oxygen drop + obstruction signal,3.115624999989555,14.909657320870844,0.06111111111111111,0.016666666666666666,1.0,1.3333333333333333,92.0,5.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
197,11820,11880,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.0,15.0,0.044444444444444446,0.022222222222222223,1.3333333333333333,1.6666666666666667,92.0,5.0,0.0,0.0,0.0,0.0,0.0
198,11880,11940,HSA,3,Reduced airflow + oxygen drop,9.600414078678423,15.0,0.03888888888888889,0.0,0.0,0.6666666666666666,92.0,4.0,0.0,0.10555555555555556,4.333333333333333,0.0,0.0
199,11940,12000,HSA,3,Reduced airflow + oxygen drop,11.0,15.0,0.03888888888888889,0.0,0.0,1.3333333333333333,92.0,4.0,0.0,0.0,0.0,0.0,0.0
200,12000,12060,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.857625092495802,0.1111111111111111,0.044444444444444446,1.3333333333333333,1.3333333333333333,82.0,16.0,10.333333333333334,0.03888888888888889,2.3333333333333335,0.0,0.0
201,12060,12120,HSA,3,Reduced airflow + oxygen drop,10.0,15.0,0.05555555555555555,0.0,0.0,1.0,89.0,8.0,0.0,0.06111111111111111,3.6666666666666665,0.0,0.0
202,12120,12180,CSA,2,Very low airflow + oxygen drop + low movement/snoring,2.4132917964743448,15.0,0.07222222222222222,0.016666666666666666,1.0,2.0,65.0,33.0,4.333333333333333,0.0,0.0,0.0,0.0
203,12180,12240,HSA,3,Reduced airflow + oxygen drop,11.0,15.0,0.044444444444444446,0.0,0.0,1.0,65.0,32.0,43.0,0.0,0.0,0.0,0.0
204,12240,12300,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,15.0,0.11666666666666667,0.03888888888888889,1.3333333333333333,1.3333333333333333,65.0,33.0,6.333333333333333,0.06666666666666667,4.0,0.0,0.0
205,12300,12360,HSA,3,Reduced airflow + oxygen drop,10.46979166666617,15.0,0.05,0.0,0.0,1.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0
206,12360,12420,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.0,15.0,0.07222222222222222,0.03888888888888889,1.0,1.3333333333333333,81.0,15.0,9.333333333333334,0.0,0.0,0.0,0.0
207,12420,12480,OSA,1,Very low airflow + oxygen drop + obstruction signal,8.109374999988276,15.0,0.15,0.0,0.0,1.6666666666666667,85.0,12.0,11.0,0.07222222222222222,4.333333333333333,0.0,0.0
208,12480,12540,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.90861889927713,0.16111111111111112,0.09444444444444444,1.3333333333333333,1.6666666666666667,65.0,31.0,10.333333333333334,0.13333333333333333,8.0,0.0,0.0
209,12540,12600,OSA,1,Very low airflow + oxygen drop + obstruction signal,2.6120689655165656,14.468326216355312,0.07777777777777778,0.027777777777777776,1.0,1.6666666666666667,65.0,31.0,45.666666666666664,0.1,6.0,0.0,0.0
210,12600,12660,HSA,3,Reduced airflow + oxygen drop,11.526479750784217,14.42277712875985,0.005555555555555556,0.0,0.0,0.3333333333333333,65.0,34.0,39.333333333333336,0.0,0.0,0.027777777777777776,1.0
211,12660,12720,HSA,3,Reduced airflow + oxygen drop,11.466666666659846,14.140621765010707,0.022222222222222223,0.0,0.0,1.0,65.0,0.0,60.0,0.0,0.0,0.0,0.0
212,12720,12780,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.6499999999965893,14.101400246625978,0.1388888888888889,0.06666666666666667,1.0,1.3333333333333333,65.0,34.0,26.333333333333332,0.0,0.0,0.05555555555555555,3.0
213,12780,12840,CSA,2,Very low airflow + oxygen drop + low movement/snoring,5.023958333332552,15.0,0.08888888888888889,0.022222222222222223,1.3333333333333333,1.3333333333333333,88.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0
214,12840,12900,HSA,3,Reduced airflow + oxygen drop,9.95445134574643,15.0,0.06111111111111111,0.0,0.0,1.0,65.0,33.0,3.3333333333333335,0.11666666666666667,3.3333333333333335,0.0,0.0
215,12900,12960,HSA,3,Reduced airflow + oxygen drop,8.07867494823357,15.0,0.03888888888888889,0.0,0.0,1.3333333333333333,65.0,34.0,2.6666666666666665,0.044444444444444446,2.6666666666666665,0.06666666666666667,4.0
216,12960,13020,HSA,3,Reduced airflow + oxygen drop,8.882658359292602,15.0,0.05,0.0,0.0,1.3333333333333333,90.0,9.0,0.0,0.07222222222222222,4.333333333333333,0.0,0.0
217,13020,13080,HSA,3,Reduced airflow + oxygen drop,10.084375000000213,15.0,0.027777777777777776,0.0,0.0,1.3333333333333333,85.0,14.0,2.0,0.03333333333333333,2.0,0.0,0.0
218,13080,13140,HSA,3,Reduced airflow + oxygen drop,9.017653167183813,15.0,0.022222222222222223,0.0,0.0,1.0,80.0,19.0,10.0,0.0,0.0,0.0,0.0
219,13140,13200,HSA,3,Reduced airflow + oxygen drop,11.0,15.0,0.022222222222222223,0.0,0.0,0.6666666666666666,77.0,21.0,16.333333333333332,0.0,0.0,0.0,0.0
220,13200,13260,HSA,3,Reduced airflow + oxygen drop,9.436137071649396,15.0,0.022222222222222223,0.0,0.0,1.3333333333333333,93.0,6.0,0.0,0.0,0.0,0.0,0.0
221,13260,13320,HSA,3,Reduced airflow + oxygen drop,10.0,15.0,0.027777777777777776,0.0,0.0,1.0,92.0,7.0,0.0,0.03888888888888889,2.3333333333333335,0.03888888888888889,1.0
222,13320,13380,HSA,3,Reduced airflow + oxygen drop,11.680166147458621,15.0,0.011111111111111112,0.0,0.0,0.6666666666666666,94.0,4.0,0.0,0.0,0.0,0.0,0.0
223,13380,13440,HSA,3,Reduced airflow + oxygen drop,13.25051759834944,15.0,0.0,0.0,0.0,0.0,85.0,13.0,4.333333333333333,0.0,0.0,0.0,0.0
224,13440,13500,HSA,3,Reduced airflow + oxygen drop,11.0,15.0,0.011111111111111112,0.0,0.0,0.6666666666666666,77.0,21.0,22.666666666666668,0.06666666666666667,4.0,0.0,0.0
225,13500,13560,HSA,3,Reduced airflow + oxygen drop,12.030944625407567,15.152718153758745,0.0,0.0,0.0,0.0,84.0,15.0,6.333333333333333,0.0,0.0,0.0,0.0
226,13560,13620,HSA,3,Reduced airflow + oxygen drop,13.01863354037646,15.0,0.0,0.0,0.0,0.0,65.0,34.0,2.3333333333333335,0.0,0.0,0.044444444444444446,1.3333333333333333
227,13620,13680,HSA,3,Reduced airflow + oxygen drop,11.045690550350102,15.0,0.016666666666666666,0.0,0.0,0.6666666666666666,94.0,5.0,0.0,0.0,0.0,0.0,0.0
228,13680,13740,HSA,3,Reduced airflow + oxygen drop,11.0,15.0,0.022222222222222223,0.0,0.0,1.0,93.0,6.0,0.0,0.03333333333333333,2.0,0.06111111111111111,3.0
229,13740,13800,HSA,3,Reduced airflow + oxygen drop,11.0,15.286532969884728,0.016666666666666666,0.0,0.0,0.6666666666666666,93.0,6.0,0.0,0.0,0.0,0.044444444444444446,1.3333333333333333
230,13800,13860,HSA,3,Reduced airflow + oxygen drop,9.0,15.0,0.022222222222222223,0.0,0.0,1.0,92.0,7.0,0.0,0.0,0.0,0.03333333333333333,1.0
231,13860,13920,HSA,3,Reduced airflow + oxygen drop,10.028985507246622,15.0,0.03333333333333333,0.0,0.0,1.0,88.0,11.0,15.0,0.0,0.0,0.0,0.0
232,13920,13980,HSA,3,Reduced airflow + oxygen drop,11.0,15.0,0.011111111111111112,0.0,0.0,0.6666666666666666,88.0,10.0,3.0,0.027777777777777776,1.6666666666666667,0.0,0.0
233,13980,14040,HSA,3,Reduced airflow + oxygen drop,12.0,15.12745172764032,0.005555555555555556,0.0,0.0,0.3333333333333333,92.0,6.0,0.0,0.0,0.0,0.0,0.0
234,14040,14100,HSA,3,Reduced airflow + oxygen drop,14.0,15.0,0.0,0.0,0.0,0.0,90.0,9.0,0.0,0.0,0.0,0.0,0.0
235,14100,14160,HSA,3,Reduced airflow + oxygen drop,14.0,15.0,0.0,0.0,0.0,0.0,90.0,8.0,0.0,0.0,0.0,0.0,0.0
236,14160,14220,HSA,3,Reduced airflow + oxygen drop,13.0,15.092559060230347,0.0,0.0,0.0,0.0,88.0,10.0,1.3333333333333333,0.07222222222222222,4.333333333333333,0.05,2.3333333333333335
237,14220,14280,HSA,3,Reduced airflow + oxygen drop,14.0,15.047838785045151,0.0,0.0,0.0,0.0,65.0,32.0,8.0,0.0,0.0,0.06111111111111111,2.6666666666666665
238,14280,14340,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,2.454828660426922,15.0,0.08888888888888889,0.05,1.3333333333333333,1.3333333333333333,65.0,30.0,12.333333333333334,0.1,6.0,0.06666666666666667,1.3333333333333333
239,14340,14400,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.3333333333333333,14.386532164518943,0.23333333333333334,0.12777777777777777,1.3333333333333333,1.6666666666666667,69.0,30.0,6.333333333333333,0.0,0.0,0.0,0.0
240,14400,14460,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0315581854107927,14.072793354102117,0.17777777777777778,0.08333333333333333,1.3333333333333333,2.0,92.0,7.0,0.0,0.13333333333333333,6.333333333333333,0.0,0.0
241,14460,14520,Normal,0,No sustained airflow reduction with oxygen drop,1.0,14.267270249219033,0.18333333333333332,0.1111111111111111,1.3333333333333333,1.6666666666666667,96.0,2.0,0.0,0.06666666666666667,4.0,0.0,0.0
242,14520,14580,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,1.0,14.283643892340738,0.16666666666666666,0.10555555555555556,1.3333333333333333,2.0,83.0,16.0,4.666666666666667,0.027777777777777776,1.6666666666666667,0.05,1.3333333333333333
243,14580,14640,OSA,1,Very low airflow + oxygen drop + obstruction signal,3.237500000003126,14.802391614753457,0.24444444444444444,0.12777777777777777,1.3333333333333333,2.0,83.0,15.0,1.3333333333333333,0.0,0.0,0.05555555555555555,2.0
244,14640,14700,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.83023097824045,0.21666666666666667,0.07777777777777778,1.0,1.6666666666666667,65.0,32.0,8.333333333333334,0.06666666666666667,2.0,0.0,0.0
245,14700,14760,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,15.0,0.12777777777777777,0.07222222222222222,1.6666666666666667,1.6666666666666667,80.0,17.0,2.0,0.044444444444444446,2.6666666666666665,0.0,0.0
246,14760,14820,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.0,15.0,0.15555555555555556,0.08888888888888889,1.6666666666666667,2.0,88.0,8.0,3.3333333333333335,0.0,0.0,0.0,0.0
247,14820,14880,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.9749999999948842,15.0,0.13333333333333333,0.05555555555555555,1.0,1.6666666666666667,94.0,4.0,0.0,0.0,0.0,0.0,0.0
248,14880,14940,OSA,1,Very low airflow + oxygen drop + obstruction signal,6.508333333346408,15.0,0.12222222222222222,0.016666666666666666,0.6666666666666666,1.3333333333333333,65.0,32.0,12.666666666666666,0.1,6.0,0.0,0.0
249,14940,15000,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,15.0,0.15555555555555556,0.07222222222222222,2.0,2.0,82.0,15.0,6.0,0.027777777777777776,1.6666666666666667,0.0,0.0
250,15000,15060,Normal,0,No sustained airflow reduction with oxygen drop,2.007291666668159,15.0,0.1,0.03333333333333333,0.6666666666666666,1.3333333333333333,94.0,3.0,0.0,0.06666666666666667,4.0,0.0,0.0
251,15060,15120,CSA,2,Very low airflow + oxygen drop + low movement/snoring,7.225000000000568,15.0,0.1,0.016666666666666666,0.3333333333333333,1.6666666666666667,93.0,4.0,0.0,0.0,0.0,0.0,0.0
252,15120,15180,Normal,0,No sustained airflow reduction with oxygen drop,7.556593977154937,15.0,0.05555555555555555,0.005555555555555556,0.3333333333333333,1.0,94.0,3.0,0.0,0.09444444444444444,4.0,0.0,0.0
253,15180,15240,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,15.0,0.1111111111111111,0.07777777777777778,2.0,2.0,86.0,13.0,6.0,0.2111111111111111,6.0,0.0,0.0
254,15240,15300,CSA,2,Very low airflow + oxygen drop + low movement/snoring,10.232415902142714,14.944737495935657,0.16666666666666666,0.0,0.0,1.3333333333333333,92.0,7.0,0.0,0.0,0.0,0.0,0.0
255,15300,15360,CSA,2,Very low airflow + oxygen drop + low movement/snoring,8.619047619049233,14.99322916666528,0.12777777777777777,0.0,0.0,1.3333333333333333,93.0,4.0,0.0,0.0,0.0,0.0,0.0
256,15360,15420,HSA,3,Reduced airflow + oxygen drop,10.020703933751623,14.62716608255496,0.09444444444444444,0.0,0.0,1.3333333333333333,92.0,7.0,0.0,0.0,0.0,0.06111111111111111,2.0
257,15420,15480,HSA,3,Reduced airflow + oxygen drop,11.137071651089972,14.948033411526783,0.05555555555555555,0.0,0.0,1.3333333333333333,92.0,4.0,0.0,0.0,0.0,0.0,0.0
258,15480,15540,HSA,3,Reduced airflow + oxygen drop,9.778816199365826,14.746852284529712,0.07777777777777778,0.0,0.0,0.6666666666666666,90.0,6.0,0.0,0.0,0.0,0.0,0.0
259,15540,15600,HSA,3,Reduced airflow + oxygen drop,6.599999999986357,14.875,0.05555555555555555,0.005555555555555556,0.3333333333333333,1.0,89.0,7.0,0.0,0.0,0.0,0.0,0.0
260,15600,15660,HSA,3,Reduced airflow + oxygen drop,11.0,14.632812500005459,0.07222222222222222,0.0,0.0,1.3333333333333333,89.0,8.0,0.0,0.0,0.0,0.0,0.0
261,15660,15720,HSA,3,Reduced airflow + oxygen drop,11.23291925466056,14.760351966872987,0.05,0.0,0.0,0.6666666666666666,65.0,32.0,2.3333333333333335,0.0,0.0,0.05,2.6666666666666665
